verdict,statement,sentiment
pants-fire,"""They have 180 million people, families under what he wants to do, which will basically be socialized medicine — you won’t even have a choice — they want to terminate 180 million plans.""",0.0772
mostly-false,"""For too long, Obamacare has caused high premiums and dismal coverage. ... Under Obamacare premiums in job-based coverage have increased by $3,775""",-0.4404
mostly-true,"Says since 2000, Austin’s ""tax burden"" rose more than 40 percent while family income rose more than 20 percent.",-0.4404
false,"""89,000 children were separated from their parents under Obama"" and ""only 1,900 children have been separated under Trump.""",0.0
half-true,"""Any government-run 'public' plan ... creates an entitlement that will cost another $1 trillion over the next 10 years.""",0.2732
half-true,"""Santorum also voted for a teapot museum in North Carolina.""",0.0
pants-fire,"""Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!""",-0.8951
half-true,"""The (Ohio) economy is on the mend. … It is in better shape than it was when we took office.""",0.4404
half-true,"""Nancy Pelosi vows Democrats will raise taxes if they take back the House.""",0.0
pants-fire,"""Very, very, very few people get a pat-down"" when they go through airport security.",0.34
true,"""You’ve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.""",0.0
mostly-true,"""A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.""",0.5574
true,Four out of 10 homicides are committed by gun in this city.,-0.0772
true,"""The United States is the only industrialized, modernized country that does not already have a paid family medical leave program in place.""",0.3818
false,"""If we use (Tax Increment Financing) funding, that's going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.""",0.0
mostly-true,"""Half of all NC legislative candidates are unopposed because of gerrymandering.""",0.0
pants-fire,"""Under President Obama: $4,000 tax hike on middle-class families.""",0.0
pants-fire,"Under Obamacare, ""The IRS will have access to the American people’s protected health care information.""",0.7269
false,"The Uvalde, Texas, school shooter was a ""transsexual leftist illegal alien named Salvatore Ramos.""",-0.5574
half-true,"""Flip Flop! After opposing term limits for decades, Adam Putnam adopts Donald Trump and Ron DeSantis’ position.""",-0.2481
true,Health care premiums for consumers have doubled since 2001.,0.4939
true,"""It's been nearly three weeks since the president has commented"" on questions about possible hidden wait lists at veterans hospitals.",0.0
false,An election worker in Georgia threw away a ballot.,0.0
mostly-true,"After Massachusetts passed a mandatory health insurance law ""their mortality rate went down...it saved lives.""",0.4767
mostly-false,"""Biden’s plan will immediately let in 25,000 asylum-seekers who’d been waiting in Mexico as their cases were judged.""",0.0
half-true,"""Today in America, 70 percent of us are earning the same or less than we were 12 years ago, and this is the first time that that has happened this side of World War II.""",-0.5994
mostly-true,"""Hunters contribute more than $500 million"" to West Virginia.",0.0
pants-fire,"Says Nancy Pelosi was ""asked to leave a children’s benefit after drunken outburst.""",0.4215
mostly-true,Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011.,0.0
true,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",0.0
true,"""I’ve released 22 years of my tax returns. You can go online and look. (Donald Trump) hasn’t released one.""",0.0
mostly-true,The U.S. ranks 37th in the world for health care.,0.4939
true,"""I stopped requesting earmarks in 2008.""",-0.2263
mostly-true,"""California is growing a hell of a lot faster than Texas.""",-0.5994
true,Preventive care does not save the government money.,0.1461
false,"Says Dr. Anthony Fauci in an email ""advises a family member to use (hydroxychloroquine) and antibiotic therapy, the same evening in which in a press conference he attacked (President Donald Trump) on the usefulness of (hydroxychloroquine) to fight the virus.""",-0.5267
mostly-false,"""Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function.""",0.128
pants-fire,"Says the U.S. election system is ""rigged.""",0.0
false,"""In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.""",0.7269
half-true,"""Deepwater's own testimony . . . is they said they'll create six jobs.""",0.2732
true,"""Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.""",0.0
false,"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, ""federal bureaucrats could take over the local building code enforcement in your city if so-called ‘green mandates’ are not complied with quickly enough.""",0.5574
true,"""There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.""",-0.4449
half-true,"""The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.""",0.0
mostly-true,"""215 members of Congress just voted to let your ISP spy on what type of underwear you buy and sell that data to advertisers.""",0.0
pants-fire,The health care reform bill -- on Page 16 -- outlaws private insurance.,0.4939
false,"""Italian Parliament Calls For The Arrest of Bill Gates""",-0.34
false,"Says Rep. Kyrsten Sinema supported a bill that is ""essentially encouraging child trafficking.""",0.6908
half-true,"China is or soon will be ""the largest English-speaking nation"" in the world.",0.0
false,Says Mitt Romney has changed his position on supporting the TARP program.,0.4404
false,"""CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to protect you against wildfire smoke … Fun fact: smoke particles are far larger than SARS-CoV-2 particles.""",0.2769
true,"It’s legal to ""sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition,"" but only one signature counts",0.0644
true,"""We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.""",0.0
pants-fire,"""Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs.""",0.1027
false,"Says Republican candidates in Oregon are ""advocating violence"" against gays.",-0.6249
false,"A facial recognition firm ""confirmed antifa infiltrated the Trump rally in D.C.""",0.0
pants-fire,"""The Canadian government threatens to fire any government employee who uses ‘Let's Go Brandon’ in communications.""",-0.6124
false,"Says Bernie Sanders opposes ""requiring all children to have a K-12 education.""",0.0
true,"House Republicans who complained they didn't have enough time to consider a constitutional ban against oil drilling ""shoved through a proposal in just a few days to open state waters to oil drilling.""",-0.743
false,A bike a boy chained to a tree in Washington state in 1914 is now a fallen soldier memorial.,-0.3612
half-true,"A space shuttle the National Museum of the United States Air Force near Dayton would be ""within a day's drive of 60 percent of the U.S. population.""",0.4215
half-true,"""Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.""",-0.0382
half-true,"While she was mayor, Lois Frankel took a ""police helicopter ride to go to a dinner party.""",0.0
half-true,"Despite President Barack Obama's promise to cut healthcare costs, ""the average cost of a family policy is up $1,300.""",0.0516
pants-fire,"""Jason Aldean gig canceled after he sells out to liberals on ‘SNL’.""",0.0
mostly-false,"""We have record bankruptcies in farming country.""",0.0
mostly-true,"$50,000. That's what every child owes today because Washington politicians have run up a huge spending tab and left our kids the bill.""",0.3182
false,"Starting in March if you travel outside of the United States you won’t be allowed back in the country ""due to high risk of the coronavirus.""",0.1779
false,"""Want a healthy, happy baby? Skip the Well Baby visits. They… make your baby sick.""",0.8316
pants-fire,Says a photo shows Bill Clinton and Christine Blasey Ford posing for a camera and smiling together.,0.4588
false,"""Fox admits they lie"" and, under the First Amendment, ""have the right to lie or deliberately distort news reports on public airwaves.""",-0.0258
false,Says wearing face masks is more harmful to your health than going without one.,0.0
false,"Says Gov. Ron DeSantis ""just signed legislation requiring students, faculty and staff at Florida’s public universities and colleges to register their political views with the state.""",0.0
